ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
00-141,30/12/99 07:42:01,https://twitter.com/kotomba431C/status/1418404514126647298,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-07-30 since:2021-07-01,@kotomba431C,Kotomba Powder,"Life must go on ,somewhere along the way it will be better🙏🏻",Anonymous,November 2015,2042,2093,,Mulat bata pa kami naimulat ng matatanda sa amin na Communist si Ninoy Aquino na yan ..,"Ever since we were young, it was shown to us by the elders that Ninoy Aquino is a communist","Text, Image","10:56 AM · Jul 23, 2021",,Emotional,2,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",No Location,,
00-142,30/12/99 07:44:11,https://twitter.com/TheDoctorLuck/status/1428859254534979588,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-08-30 since:2021-08-01,@TheDoctorLuck,Doctor Luck,MD | Public Health | Vaccine Advocate | Pro-Philippines  Check my threads #DDSThreads,Anonymous,September 2013,8035,20000,,Ninoy is a hero to: 1) one of our neighboring countries for derailing Sabah plan and also to: 2) the liberal party and its ilk 3) the CPP-NPA-NDF For the rest of the Philippines... #NinoyIsNotAHero.,Ninoy is a hero to: 1) one of our neighboring countries for derailing Sabah plan and also to: 2) the liberal party and its ilk 3) the CPP-NPA-NDF For the rest of the Philippines... #NinoyIsNotAHero.,Text,"7:19 AM · Aug 21, 2021",,Rational,846,22,272,35,,,"Former National Territory Division Head of DFA Hermes Dorado said he indirectly confirmed this piece of information from former ambassador and retired general Rafael Ileto. This claim could not be verified by documents or other accounts. 
[https://verafiles.org/articles/vera-files-fact-check-graphic-makes-false-unproven-claims-vs]",No Location,,
00-143,30/12/99 07:44:34,https://twitter.com/Paps_Caloy/status/1428918795385540613,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-08-30 since:2021-08-01,@Paps_Caloy,Paps Caloy,Laban para sa Bayan 👊,Anonymous,January 2018,1710,13600,Pampanga,#NinoyIsNotAHero ?? But.... Ninoy is NPA Hero. Still a Hero. Thanks Pnoy,#Ninoyisnotsee ?? But .... Ninoy is NPA Hero. Still a hero. Thanks Pnoy,Text,"11:16 AM · Aug 21, 2021",,Emotional,98,0,31,1,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
00-144,30/12/99 07:45:25,https://twitter.com/DontTryMeTsk/status/1428993003599712262,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-08-30 since:2021-08-01,@DontTryMeTsk,🎋🎍Mitch🎍🎋,"One thing I HATE the most is a LIAR! 👉If you believe strongly in something, don't be afraid to fight for it.👈",Anonymous,December 2020,2814,3724,,"The monster that Ninoy Aquino, Joma Sison and Nur Misuari created.They created the CPP, the New People's Army (NPA) and the Moro National Liberation Front (MNLF) to foment a rebellion from all fronts: Luzon and the Visayas with the NPA and Mindanao with the MNLF. #NinoyIsNotAHero","The monster that Ninoy Aquino, Joma Sison and Nur Misuari Created.they Created the CPP, The New People's Army (NPA) and the Moro National Liberation Front (MNLF) to Foment A Rebellionion from All Fronts: Luzon and the Visayas with the NPA and Mindanao with the MNLF. #Ninoyistotahere","Text, Image","4:10 PM · Aug 21, 2021",,Rational,23,0,12,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
00-145,30/12/99 07:45:48,https://twitter.com/DodongPags/status/1430087805372309507,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-08-30 since:2021-08-01,@DodongPags,Dodong Pags,I'm here to have some fun...for me it is more fun debunking the yellow black propaganda...pure DDS at heart...i created my fb and twitter acct. to support DDS.,Anonymous,May 2021,2314,1667,"Butuan City, Caraga",NINOY AQUINO DEFINITELY NOT A HERO... NINOY AQUINO WAS A TRAITOR... NINOY AQUINO CREATED THE CPP/NPA/NDF WITH JOMA... NINOY AQUINO CONVINCED NUR MISSUARE TO CREATE THE MNLF THRU LIES... NINOY AQUINO SOLD SABBAH TO MALAYSIA FOR A BOATLOAD OF FIREARMS FOR THE REBELLION...,NINOY AQUINO DEFINITELY NOT A HERO... NINOY AQUINO WAS A TRAITOR... NINOY AQUINO CREATED THE CPP/NPA/NDF WITH JOMA... NINOY AQUINO CONVINCED NUR MISSUARE TO CREATE THE MNLF THRU LIES... NINOY AQUINO SOLD SABBAH TO MALAYSIA FOR A BOATLOAD OF FIREARMS FOR THE REBELLION...,Text,":41 PM · Aug 24, 2021",,Emotional,0,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
00-146,30/12/99 07:47:01,https://twitter.com/DinoMacaldo/status/1429260181506990081,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-08-30 since:2021-08-01,@DinoMacaldo,Hepe Makinista,charming,Anonymous,April 2020,16,0,,Ninoy is the master mind behind plaza miranda bombings. That is the clear truth！,Ninoy is the master mind behind plaza miranda bombings. That is the clear truth！,Text,"9:52 AM · Aug 22, 2021",,Emotional,0,0,0,0,,,"Aquino was not present at the event as he was allegedly at a birthday party with Sen. Doy Laurel and his family in a nearby restaurant. But there’s no concrete evidence proving that his absence meant he was among those who planned the violent attack. Until now, without any substantial basis, claims that Aquino was one of the plotters are merely unfounded rumors and not a historical fact. He was never linked to any concrete evidence or definite report or tagged by a witness. 
[https://factsfirstph-partners.rappler.com/4127/fact-check-jay-sonza-claims-ninoy-aquino-mastermind-plaza-miranda-bombing/]","No Location
No Bio",,
00-147,30/12/99 07:48:31,https://twitter.com/PulbuRonn/status/1431618349369204741,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-08-30 since:2021-08-01,@PulbuRonn,Ronn,"Writer | AB Journalism from PUP (the UP bootleg hihi) MMPA, Stoic, Political Pragmatist.",Identified,September 2017,144,3766,,"By yellowtard standards, this is nothing new. If they can hail Ninoy Aquino, a known collaborator of the NPA, as a hero, then they can also hail a member of said terrorist organization a hero.","By yellowtard standards, this is nothing new. If they can hail Ninoy Aquino, a known collaborator of the NPA, as a hero, then they can also hail a member of said terrorist organization a hero.",Text,"10:03 PM · Aug 28, 2021",,Emotional,16,1,4,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]","No Location
",,
00-148,30/12/99 07:48:38,https://twitter.com/roumelle_p/status/1429031472640319492,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-08-30 since:2021-08-01,@roumelle_p,ellemour,,Anonymous,May 2021,14,2,,Ninoy is a communist #NinoyIsNotAHero,Ninoy is a communist #NinoyIsNotAHero,Text,"6:43 PM · Aug 21, 2021",,Emotional,0,0,0,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]","No Location
No Bio",,
00-149,30/12/99 07:48:48,https://twitter.com/theguru91010011/status/1429238471709761538,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-08-30 since:2021-08-01,@theguru91010011,The Guru,You are not entitled to your opinion. You are entitled to your informed opinion. No one is entitled to be ignorant. - INTJ T,Anonymous,April 2017,698,490,Republic of the Philippines,Philippines is not a communist country  Ninoy Aquino is a hero of the communist. I am not a communist and terrorist protector. #NINOYISNOTMYHERO,Philippines is not a communist country  Ninoy Aquino is a hero of the communist. I am not a communist and terrorist protector. #NINOYISNOTMYHERO,Text,"8:26 AM · Aug 22, 2021",,Emotional,3,0,1,0,,,"CPP founding chairperson Jose Maria ""Joma"" Sison himself has denied the claim, saying categorically that ""Ninoy Aquino could not have been a communist or founder of the [CPP]."" He further said there was ""no formal alliance"" between Aquino and the party. 
[https://verafiles.org/articles/vera-files-fact-check-afp-amplifies-false-unfounded-claims-n]",,,
00-150,30/12/99 07:49:57,https://twitter.com/MDSOnwardPH22/status/1429002429010485253,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-08-30 since:2021-08-01,@MDSOnwardPH22,❤💞💞🇵🇭🇵🇭🙏🙏MARCOS-DUTERTE👊🏽👊🏽👊🏽,"When helping the poor,leave the camera at home!",Anonymous,Joined May 2018,7966,12300,,"Ninoy is not worth dying for,but national traitor founder of CPP NPA NDF Malaysian citizen not a filipino #NinoyIsNotAHero aka Marcial Bonifacio.","Ninoy is not worth Dying for,but national traitor founder of CPP NPA ndf Malaysian Citizen Not a Filipino #NinoyIsNotAHero aka Marcial Bonifacio.","Text, Image","4:48 PM · Aug 21, 2021",,Emotional,13,1,8,2,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",No Location,,
00-151,30/12/99 07:49:37,https://twitter.com/bivoc1/status/1429407736639365122,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-08-30 since:2021-08-01,@bivoc1,bivoc,,Anonymous,April 2020,5,0,,"common, ninoy is big traitor and not a hero 😂🤣","common, ninoy is big traitor and not a hero 😂🤣",Text,"7:38 PM · Aug 22, 2021",,Emotional,0,0,0,0,,,"The charges against Aquino for which he was convicted in 1977 were for illegal possession of firearms, murder, and violations of the Anti-Subversion Act. Treason was not included.  
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-found-guilty-treason/]","No Location
No Bio",,
00-152,30/12/99 07:50:23,https://twitter.com/ManolitoMantal2/status/1429231446112313346,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-08-30 since:2021-08-01,@ManolitoMantal2,My love,GOD AND LOVE ONES,Anonymous,February 2020,20,12,,npa founder 😎,npa founder 😎,Text,"7:58 AM · Aug 22, 2021",,Emotional,0,0,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",No Location,,
00-153,7:52:57 AM,https://twitter.com/thatsthetweet00/status/1429092604809932806,,"Tan, Jedidiah Carl",AQNO,"Ninoy being linked to communist, NPA, Plaza Miranda bombing, and having a Malaysian citizenship",ninoy (npa OR communist OR malaysian OR miranda OR bomb) until:2021-08-30 since:2021-08-01,@thatsthetweet00,that's the tweet,,Anonymous,August 2009,2032,1117,,"They couldn't think of a better narrative. That's why #DDSAkoTrollAko Exists, we couldn't swallow anymore your b... And we know Ninoy founded CPP/NPA/NDF and bought Sabah. So we're here to tell you the truth #NinoyIsNotAHero","They couldn't think of a better narrative. That's why #DDSAkoTrollAko Exists, we couldn't swallow anymore your b... And we know Ninoy founded CPP/NPA/NDF and bought Sabah. So we're here to tell you the truth #NinoyIsNotAHero",Text,21/07/21 22:46 PM,,Rational,1,1,0,0,,,"The founder of the CPP-NPA is Jose Maria Sison, while the founder of the MNLF is Nur Misuari. There is no proof that Aquino helped organize either organization.
[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]","No Location
No Bio",,
00-154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
